variationType,taalName,variationNum,tempos,seqNum,bolLeft,bolRight,matra,numBeats,volLeft,volRight,bolName
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",88,1,4,Ge,Ta,1,0.0625,1.0,1.0,DhaTi
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",88,1,5,,Ti,1,0.0625,1.0,1.0,
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",88,1,6,Ge,Ta,1,0.0625,1.0,1.0,DhaTira
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",88,1,7,,Ti,1,0.03125,0.5,0.5,
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",88,1,8,,Ra,1,0.03125,0.5,0.5,
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",88,1,9,Ki,,1,0.03125,0.5,0.5,KiTaTaka
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",88,1,10,,TTa,1,0.03125,0.5,0.5,
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",88,1,11,,Taka,1,0.0625,0.5,0.5,
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",88,1,12,,Ti,1,0.03125,0.5,0.5,TiRaKiTa
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",88,1,13,,Ra,1,0.03125,0.5,0.5,
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",88,1,14,Ki,,1,0.03125,0.5,0.5,
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",88,1,15,,TTa,1,0.03125,0.5,0.5,
0,Saatva,89,"2,3",1,Ge,Ta,1,1.0,1.0,1.0,Dha
0,Saatva,89,"2,3",2,Ge-LT6,Tin,2,1.0,1.0,1.0,Dhin
0,Saatva,89,"2,3",3,,TiL,3,1.0,1.0,1.0,Na
0,Saatva,90,"2,3",1,Ge,Ta,1,1.0,1.0,1.0,Dha
0,Saatva,90,"2,3",2,Ge-LT6,Tin,2,0.5,1.0,1.0,DhinNa
0,Saatva,90,"2,3",3,,Na,2,0.5,1.0,0.5,
0,Saatva,90,"2,3",4,Ge-B,,3,0.5,1.0,1.0,GiNa
0,Saatva,90,"2,3",5,,Na,3,0.5,1.0,0.5,
1,Saatva,91,"2,3",1,Ka,Tu,1,1.0,1.0,0.5,Tu
1,Saatva,91,"2,3",2,,TiL,2,1.0,1.0,0.5,
1,Saatva,92,"2,3",1,,TiL,1,0.5,1.0,1.0,TiRa
1,Saatva,92,"2,3",2,,Ra,1,0.5,1.0,0.5,
1,Saatva,92,"2,3",3,Ki,,2,0.5,0.5,1.0,KiTa
1,Saatva,92,"2,3",4,,TTaL,2,0.5,1.0,1.0,
2,Bhajani,93,"2,3",1,Ka,TinFull,1,0.5,1.0,1.5,TiNa
2,Bhajani,93,"2,3",2,,Na,1,0.5,1.0,1.0,
2,Bhajani,93,"2,3",3,,Na,2,0.5,1.0,1.0,NaTi
2,Bhajani,93,"2,3",4,Ka,TinFull,2,0.5,1.0,1.5,
2,Bhajani,93,"2,3",5,,Na,3,0.5,1.0,1.0,NaNa
2,Bhajani,93,"2,3",6,,Na,3,0.5,1.0,1.0,
2,Bhajani,93,"2,3",7,Ka,TinFull,4,0.5,1.0,1.5,TiNa
2,Bhajani,93,"2,3",8,,Na,4,0.5,1.0,1.0,
2,Bhajani,93,"2,3",9,Ka,TinFull,5,0.5,1.0,1.5,TiNa
2,Bhajani,93,"2,3",10,,Na,5,0.5,1.0,1.0,
2,Bhajani,93,"2,3",11,,Na,6,0.5,1.0,1.0,NaTi
2,Bhajani,93,"2,3",12,Ka,TinFull,6,0.5,1.0,1.5,
2,Bhajani,93,"2,3",13,,Na,7,0.5,1.0,1.0,NaNa
2,Bhajani,93,"2,3",14,,Na,7,0.5,1.0,1.0,
2,Bhajani,93,"2,3",15,Ka,TinFull,8,0.5,1.0,1.5,TiNa
2,Bhajani,93,"2,3",16,,Na,8,0.5,1.0,1.0,
2,Bhajani,94,"2,3",1,Ge,TinFull,1,0.5,1.0,1.5,DhiNa
2,Bhajani,94,"2,3",2,,Na,1,0.5,1.0,1.0,
2,Bhajani,94,"2,3",3,,Na,2,0.5,1.0,1.0,NaDhi
2,Bhajani,94,"2,3",4,Ge,TinFull,2,0.5,1.0,1.5,
2,Bhajani,94,"2,3",5,,Na,3,0.5,1.0,1.0,NaNa
2,Bhajani,94,"2,3",6,,Na,3,0.5,1.0,1.0,
2,Bhajani,94,"2,3",7,Ge,TinFull,4,0.5,1.0,1.5,DhiNa
2,Bhajani,94,"2,3",8,,Na,4,0.5,1.0,1.0,
2,Bhajani,94,"2,3",9,Ge,TinFull,5,0.5,1.0,1.5,DhiNa
2,Bhajani,94,"2,3",10,,Na,5,0.5,1.0,1.0,
2,Bhajani,94,"2,3",11,,Na,6,0.5,1.0,1.0,NaDhi
2,Bhajani,94,"2,3",12,Ge,TinFull,6,0.5,1.0,1.5,
2,Bhajani,94,"2,3",13,,Na,7,0.5,1.0,1.0,NaNa
2,Bhajani,94,"2,3",14,,Na,7,0.5,1.0,1.0,
2,Bhajani,94,"2,3",15,Ge,TinFull,8,0.5,1.0,1.5,DhiNa
2,Bhajani,94,"2,3",16,,Na,8,0.5,1.0,1.0,
2,Bhajani,95,"2,3",1,,Ti,1,0.5,1.0,1.0,TiTa
2,Bhajani,95,"2,3",2,,TTa,1,0.5,1.0,1.0,
2,Bhajani,95,"2,3",3,,Ta,2,0.5,1.0,1.5,TaTa
2,Bhajani,95,"2,3",4,,Ta,2,0.5,1.0,1.0,
2,Bhajani,95,"2,3",5,,Ti,3,0.5,1.0,1.0,TiTa
2,Bhajani,95,"2,3",6,,TTa,3,0.5,1.0,1.0,
2,Bhajani,95,"2,3",7,,Ta,4,0.5,1.0,1.5,TaTa
2,Bhajani,95,"2,3",8,,Ta,4,0.5,1.0,1.0,
2,Bhajani,95,"2,3",9,,Ti,5,0.5,1.0,1.0,TiTa
2,Bhajani,95,"2,3",10,,TTa,5,0.5,1.0,1.0,
2,Bhajani,95,"2,3",11,,Ta,6,0.5,1.0,1.5,TaTiRa
2,Bhajani,95,"2,3",12,,Ti,6,0.25,1.0,1.0,
2,Bhajani,95,"2,3",13,,Ra,6,0.25,1.0,1.0,
2,Bhajani,95,"2,3",14,Ki,,7,0.25,1.0,1.0,KiTaTaka
2,Bhajani,95,"2,3",15,,TTa,7,0.25,1.0,1.0,
2,Bhajani,95,"2,3",16,,TaKa,7,0.5,1.0,1.0,
2,Bhajani,95,"2,3",17,,Ti,8,0.25,1.0,1.0,TiRaKiTa
2,Bhajani,95,"2,3",18,,Ra,8,0.25,1.0,1.0,
2,Bhajani,95,"2,3",19,Ki,,8,0.25,1.0,1.0,
2,Bhajani,95,"2,3",20,,TTa,8,0.25,1.0,1.0,
2,Bhajani,96,"2,3",1,Ge-OP,,1,0.5,1.0,1.0,DheNa
2,Bhajani,96,"2,3",2,,Na,1,0.5,1.0,1.0,
2,Bhajani,96,"2,3",3,,Na,2,0.5,1.0,1.0,NaKe
2,Bhajani,96,"2,3",4,Ka,,2,0.5,1.5,1.0,
2,Bhajani,96,"2,3",5,,Na,3,0.5,1.0,1.0,NaNa
2,Bhajani,96,"2,3",6,,Na,3,0.5,1.0,1.0,
2,Bhajani,96,"2,3",7,Ka,,4,0.5,1.5,1.0,KeNa
2,Bhajani,96,"2,3",8,,Na,4,0.5,1.0,1.0,
2,Bhajani,96,"2,3",9,Ka,,5,0.5,1.5,1.0,KeNa
2,Bhajani,96,"2,3",10,,Na,5,0.5,1.0,1.0,
2,Bhajani,96,"2,3",11,,Na,6,0.5,1.0,1.0,NaKe
2,Bhajani,96,"2,3",12,Ka,,6,0.5,1.5,1.0,
2,Bhajani,96,"2,3",13,,Na,7,0.5,1.0,1.0,NaNa
2,Bhajani,96,"2,3",14,,Na,7,0.5,1.0,1.0,
2,Bhajani,96,"2,3",15,Ka,,8,0.5,1.5,1.0,KeNa
2,Bhajani,96,"2,3",16,,Na,8,0.5,1.0,1.0,
3,Bhajani,97,2,1,Ge-B,TinFull,1,1.0,1.5,1.5,Dhin-
3,Bhajani,97,2,2,,,2,0.5,1.0,1.0,-Dha
3,Bhajani,97,2,3,Ge,Ta,2,0.5,1.0,1.0,
3,Bhajani,97,2,4,,Ti,3,0.25,1.0,1.0,TiRaKiTa
3,Bhajani,97,2,5,,Ra,3,0.25,1.0,1.0,
3,Bhajani,97,2,6,Ki,,3,0.25,1.0,1.0,
3,Bhajani,97,2,7,,TTa,3,0.25,1.0,1.0,
3,Bhajani,97,2,8,Ge-B,TinFull,4,1.0,1.5,1.5,Dhin-
3,Bhajani,97,2,9,Ge,Ta,5,0.5,1.0,1.0,DhaTi
3,Bhajani,97,2,10,,Ti,5,0.25,1.0,1.0,
3,Bhajani,97,2,11,,Ra,5,0.25,1.0,1.0,
3,Bhajani,97,2,12,Ki,,6,0.25,1.0,1.0,KiTaDhin
3,Bhajani,97,2,13,,TTa,6,0.25,1.0,1.0,
3,Bhajani,97,2,14,Ge-B,TinFull,6,0.5,1.5,1.5,
3,Bhajani,97,2,15,,,7,0.5,1.0,1.0,-Dha
3,Bhajani,97,2,16,Ge,Ta,7,0.5,1.0,1.0,
3,Bhajani,97,2,17,,Ti,8,0.25,1.0,1.0,TiRaKiTa
3,Bhajani,97,2,18,,Ra,8,0.25,1.0,1.0,
3,Bhajani,97,2,19,Ki,,8,0.25,1.0,1.0,
3,Bhajani,97,2,20,,TTa,8,0.25,1.0,1.0,
3,Bhajani,98,3,1,Ge-B,TinFull,1,1.0,1.5,1.5,Dhin-
3,Bhajani,98,3,2,,,2,0.5,1.0,1.0,-Dha
3,Bhajani,98,3,3,Ge,Ta,2,0.5,1.0,1.0,
3,Bhajani,98,3,4,,Ti,3,0.5,1.0,1.0,TiTa
3,Bhajani,98,3,5,,TTa,3,0.5,1.0,1.0,
3,Bhajani,98,3,6,Ge-B,TinFull,4,1.0,1.5,1.5,Dhin-
3,Bhajani,98,3,7,Ge,Ta,5,0.5,1.0,1.0,DhaTi
3,Bhajani,98,3,8,,Ti,5,0.5,1.0,1.0,
3,Bhajani,98,3,9,,TTa,6,0.5,1.0,1.0,TaDhin
3,Bhajani,98,3,10,Ge-B,TinFull,6,0.5,1.5,1.5,
3,Bhajani,98,3,11,,,7,0.5,1.0,1.0,-Dha
3,Bhajani,98,3,12,Ge,Ta,7,0.5,1.0,1.0,
3,Bhajani,98,3,13,,Ti,8,0.5,1.0,1.0,TiTa
3,Bhajani,98,3,14,,TTa,8,0.5,1.0,1.0,
3,Bhajani,99,2,1,Ge-B,TinFull,1,1.0,1.5,1.5,Dhin-
3,Bhajani,99,2,2,,,2,0.5,1.0,1.0,-Dha
3,Bhajani,99,2,3,Ge,Ta,2,0.5,1.0,1.0,
3,Bhajani,99,2,4,,Ti,3,0.25,1.0,1.0,TiRaKiTa
3,Bhajani,99,2,5,,Ra,3,0.25,1.0,1.0,
3,Bhajani,99,2,6,Ki,,3,0.25,1.0,1.0,
3,Bhajani,99,2,7,,TTa,3,0.25,1.0,1.0,
3,Bhajani,99,2,8,Ka,TinFull,4,1.0,1.5,1.5,Tin-
3,Bhajani,99,2,9,,Ta,5,0.5,1.0,1.0,TaTiRa
3,Bhajani,99,2,10,,Ti,5,0.25,1.0,1.0,
3,Bhajani,99,2,11,,Ra,5,0.25,1.0,1.0,
3,Bhajani,99,2,12,Ki,,6,0.25,1.0,1.0,KiTaDhin
3,Bhajani,99,2,13,,TTa,6,0.25,1.0,1.0,
3,Bhajani,99,2,14,Ge-B,TinFull,6,0.5,1.5,1.5,
3,Bhajani,99,2,15,,,7,0.5,1.0,1.0,-Dha
3,Bhajani,99,2,16,Ge,Ta,7,0.5,1.0,1.0,
3,Bhajani,99,2,17,,Ti,8,0.25,1.0,1.0,TiRaKiTa
3,Bhajani,99,2,18,,Ra,8,0.25,1.0,1.0,
3,Bhajani,99,2,19,Ki,,8,0.25,1.0,1.0,
3,Bhajani,99,2,20,,TTa,8,0.25,1.0,1.0,
3,Bhajani,100,3,1,Ge-B,TinFull,1,1.0,1.5,1.5,Dhin-
3,Bhajani,100,3,2,,,2,0.5,1.0,1.0,-Dha
3,Bhajani,100,3,3,Ge,Ta,2,0.5,1.0,1.0,
3,Bhajani,100,3,4,,Ti,3,0.5,1.0,1.0,TiTa
3,Bhajani,100,3,5,,TTa,3,0.5,1.0,1.0,
3,Bhajani,100,3,6,Ka,TinFull,4,1.0,1.5,1.5,Tin-
3,Bhajani,100,3,7,,Ta,5,0.5,1.0,1.0,TaTi
3,Bhajani,100,3,8,,Ti,5,0.5,1.0,1.0,
3,Bhajani,100,3,9,,TTa,6,0.5,1.0,1.0,TaDhin
3,Bhajani,100,3,10,Ge-B,TinFull,6,0.5,1.5,1.5,
3,Bhajani,100,3,11,,,7,0.5,1.0,1.0,-Dha
3,Bhajani,100,3,12,Ge,Ta,7,0.5,1.0,1.0,
3,Bhajani,100,3,13,,Ti,8,0.5,1.0,1.0,TiTa
3,Bhajani,100,3,14,,TTa,8,0.5,1.0,1.0,
3,Bhajani,101,2,1,Ge-B,TinFull,1,0.5,1.0,1.0,DhiNAAN
3,Bhajani,101,2,2,,NNa,1,0.5,1.0,1.5,
3,Bhajani,101,2,3,,,2,0.5,1.0,1.0,-Dha
3,Bhajani,101,2,4,Ge,Ta,2,0.5,1.0,1.0,
3,Bhajani,101,2,5,,Ti,3,0.25,1.0,1.0,TiRaKiTa
3,Bhajani,101,2,6,,Ra,3,0.25,1.0,1.0,
3,Bhajani,101,2,7,Ki,,3,0.25,1.0,1.0,
3,Bhajani,101,2,8,,TTa,3,0.25,1.0,1.0,
3,Bhajani,101,2,9,Ge-B,TinFull,4,1.0,1.5,1.5,Dhin-
3,Bhajani,101,2,10,Ge,Ta,5,0.5,1.0,1.0,DhaTiRa
3,Bhajani,101,2,11,,Ti,5,0.25,1.0,1.0,
3,Bhajani,101,2,12,,Ra,5,0.25,1.0,1.0,
3,Bhajani,101,2,13,Ki,,6,0.25,1.0,1.0,KiTaDhin
3,Bhajani,101,2,14,,TTa,6,0.25,1.0,1.0,
3,Bhajani,101,2,15,Ge-B,TinFull,6,0.5,1.5,1.5,
3,Bhajani,101,2,16,,,7,0.5,1.0,1.0,-Dha
3,Bhajani,101,2,17,Ge,Ta,7,0.5,1.0,1.0,
3,Bhajani,101,2,18,,Ti,8,0.25,1.0,1.0,TiRaKiTa
3,Bhajani,101,2,19,,Ra,8,0.25,1.0,1.0,
3,Bhajani,101,2,20,Ki,,8,0.25,1.0,1.0,
3,Bhajani,101,2,21,,TTa,8,0.25,1.0,1.0,
3,Bhajani,102,3,1,Ge-B,TinFull,1,0.5,1.0,1.0,DhiNAAN
3,Bhajani,102,3,2,,NNa,1,0.5,1.0,1.5,
3,Bhajani,102,3,3,,,2,0.5,1.0,1.0,-Dha
3,Bhajani,102,3,4,Ge,Ta,2,0.5,1.0,1.0,
3,Bhajani,102,3,5,,Ti,3,0.5,1.0,1.0,TiTa
3,Bhajani,102,3,6,,TTa,3,0.5,1.0,1.0,
3,Bhajani,102,3,7,Ge-B,TinFull,4,1.0,1.5,1.5,Dhin-
3,Bhajani,102,3,8,Ge,Ta,5,0.5,1.0,1.0,DhaTi
3,Bhajani,102,3,9,,Ti,5,0.5,1.0,1.0,
3,Bhajani,102,3,10,,TTa,6,0.5,1.0,1.0,TaDhin
3,Bhajani,102,3,11,Ge-B,TinFull,6,0.5,1.5,1.5,
3,Bhajani,102,3,12,,,7,0.5,1.0,1.0,-Dha
3,Bhajani,102,3,13,Ge,Ta,7,0.5,1.0,1.0,
3,Bhajani,102,3,14,,Ti,8,0.5,1.0,1.0,TiTa
3,Bhajani,102,3,15,,TTa,8,0.5,1.0,1.0,
1,"Ektaal,Teentaal,Ada Chautaal,Jhaptaal,Rupak,Tilwada",103,55,1,Ge,Ta,1,0.25,1.0,1.0,DhaTiDhaDha
1,"Ektaal,Teentaal,Ada Chautaal,Jhaptaal,Rupak,Tilwada",103,55,2,,Ti,1,0.25,1.0,0.5,
1,"Ektaal,Teentaal,Ada Chautaal,Jhaptaal,Rupak,Tilwada",103,55,3,Ge,Ta,1,0.25,0.5,0.5,
1,"Ektaal,Teentaal,Ada Chautaal,Jhaptaal,Rupak,Tilwada",103,55,4,Ge-B,Ta,1,0.25,0.5,0.75,
1,"Ektaal,Teentaal,Ada Chautaal,Jhaptaal,Rupak,Tilwada",104,55,1,Ge,Ta,1,0.25,1.0,1.0,DhaGeTiTa
1,"Ektaal,Teentaal,Ada Chautaal,Jhaptaal,Rupak,Tilwada",104,55,2,Ge-B,,1,0.25,0.5,1.0,
1,"Ektaal,Teentaal,Ada Chautaal,Jhaptaal,Rupak,Tilwada",104,55,3,,Ti,1,0.25,1.0,1.0,
1,"Ektaal,Teentaal,Ada Chautaal,Jhaptaal,Rupak,Tilwada",104,55,4,,TTa,1,0.25,1.0,1.0,
1,"Ektaal,Teentaal,Ada Chautaal,Jhaptaal,Rupak,Tilwada",105,55,1,Ge,Ta,1,0.25,1.0,1.0,DhaGeDhaTi
1,"Ektaal,Teentaal,Ada Chautaal,Jhaptaal,Rupak,Tilwada",105,55,2,Ge-B,,1,0.25,0.5,1.0,
1,"Ektaal,Teentaal,Ada Chautaal,Jhaptaal,Rupak,Tilwada",105,55,3,Ge,Ta,1,0.25,0.5,0.5,
1,"Ektaal,Teentaal,Ada Chautaal,Jhaptaal,Rupak,Tilwada",105,55,4,,Ti,1,0.25,1.0,1.0,
1,"Addha/Sitarkhani/Punjabi,Teentaal,Rupak,Jhaptaal,Deepchandi",106,3,1,Ge,Ta,1,0.5,1.0,1.0,DhaGe
1,"Addha/Sitarkhani/Punjabi,Teentaal,Rupak,Jhaptaal,Deepchandi",106,3,2,Ge-B,,1,0.5,0.5,1.0,
1,"Addha/Sitarkhani/Punjabi,Teentaal,Rupak,Jhaptaal,Deepchandi",106,3,3,,Ta,2,0.5,1.0,1.0,NaDha
1,"Addha/Sitarkhani/Punjabi,Teentaal,Rupak,Jhaptaal,Deepchandi",106,3,4,Ge,Ta,2,0.5,1.0,1.0,
1,"Addha/Sitarkhani/Punjabi,Teentaal,Rupak,Jhaptaal,Deepchandi",106,3,5,,Ti,3,0.5,1.0,0.5,TiTa
1,"Addha/Sitarkhani/Punjabi,Teentaal,Rupak,Jhaptaal,Deepchandi",106,3,8,,TTa,3,0.5,1.0,0.5,
1,Teentaal,107,"2,3",1,,Ti,1,0.5,1.0,1.0,TiTa
1,Teentaal,107,"2,3",2,,TTa,1,0.5,1.0,1.0,
1,Teentaal,107,"2,3",3,Ge,Ta,2,1.0,1.0,1.0,Dha-
1,Teentaal,107,"2,3",4,,TiL,3,0.5,1.0,1.0,TiDha
1,Teentaal,107,"2,3",5,Ge,Ta,3,0.5,1.0,1.0,
1,Teentaal,107,"2,3",6,,,4,0.5,1.0,1.0,-Ti
1,Teentaal,107,"2,3",7,,TiL,4,0.5,1.0,1.0,
1,Teentaal,108,"2,3",1,,Ti,1,0.5,1.0,1.0,TiTa
1,Teentaal,108,"2,3",2,,TTa,1,0.5,1.0,1.0,
1,Teentaal,108,"2,3",3,Ge,Ta,2,0.5,1.0,1.0,Dha-Tira
1,Teentaal,108,"2,3",4,,Ti,2,0.25,1.0,1.0,
1,Teentaal,108,"2,3",5,,Ra,2,0.25,1.0,1.0,
1,Teentaal,108,"2,3",6,Ki,,3,0.25,1.0,1.0,KiTaTaKa
1,Teentaal,108,"2,3",7,,TTa,3,0.25,1.0,1.0,
1,Teentaal,108,"2,3",8,,TaKa,3,0.5,1.0,1.0,
1,Teentaal,108,"2,3",9,,Ti,4,0.25,1.0,1.0,TiRaKiTa
1,Teentaal,108,"2,3",10,,Ra,4,0.25,1.0,1.0,
1,Teentaal,108,"2,3",11,Ki,,4,0.25,1.0,1.0,
1,Teentaal,108,"2,3",12,,TTa,4,0.25,1.0,1.0,
0,Rupak,109,"1,55,2",1,Ka,Tu,1,0.75,1.0,1.0,Tu
0,Rupak,109,"1,55,2",2,,TiL,1,0.25,1.0,0.5,
2,Dadra,110,"2,3",1,Ge,Ta,1,0.5,1.5,1.5,Dha Ti
2,Dadra,110,"2,3",2,,Ti,1,0.5,1.0,1.0,
2,Dadra,110,"2,3",3,Ge,Ta,2,0.5,1.5,1.5,Dha Ge
2,Dadra,110,"2,3",4,Ge,,2,0.5,1.0,1.0,
2,Dadra,110,"2,3",5,Ge-B,TinMed,3,0.5,1.0,1.0,Dhi Na
2,Dadra,110,"2,3",6,,Na,3,0.5,1.0,1.5,
2,Dadra,110,"2,3",7,,Ti,4,0.25,1.0,1.5,TiRaKiTa
2,Dadra,110,"2,3",8,,Ra,4,0.25,1.0,1.0,
2,Dadra,110,"2,3",9,Ki,,4,0.25,1.0,1.0,
2,Dadra,110,"2,3",10,,TTa,4,0.25,1.0,1.0,
2,Dadra,110,"2,3",11,,Ta,5,0.25,1.0,1.0,TaKa Dhit
2,Dadra,110,"2,3",12,Ka,,5,0.25,1.0,1.0,
2,Dadra,110,"2,3",13,Ge,Ti,5,0.5,1.5,1.5,
2,Dadra,110,"2,3",14,,Ta,6,1.0,1.0,2.0,Ta
3,Dadra,111,"2,3",1,Ge,Ta,1,0.5,1.5,1.5,Dha Ge
3,Dadra,111,"2,3",2,Ge,,1,0.5,1.0,1.0,
3,Dadra,111,"2,3",3,,Na,2,0.5,1.0,1.0,Na Dha
3,Dadra,111,"2,3",4,Ge,Ta,2,0.5,1.5,1.5,
3,Dadra,111,"2,3",5,,Ti,3,0.5,1.0,1.0,Ti TTa
3,Dadra,111,"2,3",6,,TTa,3,0.5,1.0,1.0,
3,Dadra,111,"2,3",7,,Ta,4,0.5,1.0,2.0,Ta Ta
3,Dadra,111,"2,3",8,,Ta,4,0.5,1.0,1.5,
3,Dadra,111,"2,3",9,Ka,,5,0.5,0.5,1.0,Ka Dhi
3,Dadra,111,"2,3",10,Ge-B,TinMed,5,0.5,1.0,1.0,
3,Dadra,111,"2,3",11,,Na,6,0.5,1.0,2.0,Na
3,Dadra,111,"2,3",12,,TiL,6,0.5,1.0,0.5,
1,"Jhaptaal,Jhoomra",112,"0,1",1,,Ti,1,0.0625,1.0,1.0,TiRaKiTa
1,"Jhaptaal,Jhoomra",112,"0,1",2,,Ra,1,0.0625,1.0,1.0,
1,"Jhaptaal,Jhoomra",112,"0,1",3,Ki,,1,0.0625,1.0,1.0,
1,"Jhaptaal,Jhoomra",112,"0,1",4,,TTa,1,0.0625,1.0,1.0,
1,"Jhaptaal,Jhoomra",112,"0,1",5,Ge-B,TinFull,1,0.125,1.0,1.0,Dhin
1,"Jhaptaal,Jhoomra",112,"0,1",6,,Ti,1,0.0625,1.0,1.0,TiRaKiTa
1,"Jhaptaal,Jhoomra",112,"0,1",7,,Ra,1,0.0625,1.0,1.0,
1,"Jhaptaal,Jhoomra",112,"0,1",8,Ki,,1,0.0625,1.0,1.0,
1,"Jhaptaal,Jhoomra",112,"0,1",9,,TTa,1,0.0625,1.0,1.0,
1,"Jhaptaal,Jhoomra",112,"0,1",10,Ge-B,TinFull,1,0.125,1.0,1.0,Dhin
1,"Jhaptaal,Jhoomra",112,"0,1",11,,Ti,1,0.0625,1.0,1.0,TiRaKiTa
1,"Jhaptaal,Jhoomra",112,"0,1",12,,Ra,1,0.0625,1.0,1.0,
1,"Jhaptaal,Jhoomra",112,"0,1",13,Ki,,1,0.0625,1.0,1.0,
1,"Jhaptaal,Jhoomra",112,"0,1",14,,TTa,1,0.0625,1.0,1.0,
1,Jhoomra,113,"0,1",1,,Ti,1,0.25,1.0,1.0,TiRaKiTa
1,Jhoomra,113,"0,1",2,,Ra,1,0.25,1.0,1.0,
1,Jhoomra,113,"0,1",3,,Ti,1,0.125,1.0,0.75,
1,Jhoomra,113,"0,1",4,,Ra,1,0.125,1.0,0.75,
1,Jhoomra,113,"0,1",5,Ki,,1,0.125,1.0,1.0,
1,Jhoomra,113,"0,1",6,,TTa,1,0.125,1.0,1.0,
0,Jhoomra,114,"0,1",1,,Ti,7,0.25,1.0,1.0,TiRaKiTa
0,Jhoomra,114,"0,1",2,,Ra,7,0.25,1.0,1.0,
0,Jhoomra,114,"0,1",3,,Ti,7,0.125,1.0,0.5,
0,Jhoomra,114,"0,1",4,,Ra,7,0.125,1.0,0.5,
0,Jhoomra,114,"0,1",5,Ki,,7,0.125,1.0,1.0,
0,Jhoomra,114,"0,1",6,,TTa,7,0.125,1.0,1.0,
1,Jhoomra,115,1,1,,Ti,1,0.25,1.0,1.0,TiRaKiTa
1,Jhoomra,115,1,2,,Ra,1,0.25,1.0,1.0,
1,Jhoomra,115,1,4,Ge,Ta,1,0.0625,1.0,1.0,DhaTi
1,Jhoomra,115,1,5,,Ti,1,0.0625,1.0,1.0,
1,Jhoomra,115,1,6,Ge,Ta,1,0.0625,1.0,1.0,DhaTira
1,Jhoomra,115,1,7,,Ti,1,0.03125,0.5,0.5,
1,Jhoomra,115,1,8,,Ra,1,0.03125,0.5,0.5,
1,Jhoomra,115,1,9,Ki,,1,0.03125,0.5,0.5,KiTaTaka
1,Jhoomra,115,1,10,,TTa,1,0.03125,0.5,0.5,
1,Jhoomra,115,1,11,,Taka,1,0.0625,0.5,0.5,
1,Jhoomra,115,1,12,,Ti,1,0.03125,0.5,0.5,TiRaKiTa
1,Jhoomra,115,1,13,,Ra,1,0.03125,0.5,0.5,
1,Jhoomra,115,1,14,Ki,,1,0.03125,0.5,0.5,
1,Jhoomra,115,1,15,,TTa,1,0.03125,0.5,0.5,
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",116,0,1,Ge,Ta,1,0.25,1.5,1.5,Dha
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",116,0,2,Ge-LT6,,1,0.125,1.0,1.0,
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",116,0,3,,Ti,1,0.0625,1.0,1.0,
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",116,0,4,,TTa,1,0.0625,1.0,1.0,
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",116,0,5,Ge,Ta,1,0.0625,1.5,1.5,
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",116,0,6,Ge-B,,1,0.0625,0.5,1.0,
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",116,0,7,,Ti,1,0.0625,1.0,1.0,
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",116,0,8,,TTa,1,0.0625,1.0,1.0,
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",116,0,9,Ge,Ta,1,0.125,1.0,1.0,
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",116,0,10,,Tat,1,0.125,1.0,1.0,
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",117,1,1,Ge,Ta,1,0.125,1.5,1.5,Dha
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",117,1,2,Ge-B,,1,0.125,0.5,1.0,
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",117,1,3,,Ti,1,0.125,1.0,1.0,
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",117,1,4,,TTa,1,0.125,1.0,1.0,
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",117,1,5,Ge,Ta,1,0.25,1.5,1.5,
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",117,1,6,Ge,Ta,1,0.125,1.0,1.0,
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",117,1,7,,Tat,1,0.125,1.0,1.0,
1,Tilwada,118,0,1,Ge-B,TinFull,1,0.25,1.5,1.5,Dhin
1,Tilwada,118,0,2,Ge-LT6,,1,0.125,1.0,1.0,
1,Tilwada,118,0,3,,Ti,1,0.0625,1.0,1.0,
1,Tilwada,118,0,4,,TTa,1,0.0625,1.0,1.0,
1,Tilwada,118,0,5,Ge-B,TinMed,1,0.125,1.5,1.5,
