variationType,taalName,variationNum,tempos,seqNum,bolLeft,bolRight,matra,numBeats,volLeft,volRight,bolName
1,Tilwada,36,0,13,,,1,0.0625,1.0,1.0,
1,Tilwada,36,0,14,Ge-B,Tin,1,0.0625,1.0,1.0,
1,Tilwada,36,0,15,,Ti,1,0.03125,1.0,1.0,
1,Tilwada,36,0,16,,Ra,1,0.03125,1.0,1.0,
1,Tilwada,36,0,17,Ki,,1,0.03125,1.0,1.0,
1,Tilwada,36,0,18,,TTa,1,0.03125,1.0,1.0,
0,Teentaal,37,3,1,Ge,Ta,1,1.0,1.0,1.0,Dha
0,Teentaal,37,3,2,Ge-B,Tin,2,0.5,1.0,1.0,Dhin
0,Teentaal,37,3,3,,TiL,2,0.5,1.0,0.75,
0,Teentaal,37,3,4,Ge,Tin,3,1.0,1.0,1.0,Dhin
0,Teentaal,37,3,5,Ge-B,Ta,4,0.5,1.0,0.75,Dha
0,Teentaal,37,3,6,,TiL,4,0.5,1.0,1.0,
0,Teentaal,37,3,7,Ge,Ta,5,1.0,1.0,1.0,Dha
0,Teentaal,37,3,8,Ge-B,Tin,6,0.5,1.0,1.0,Dhin
0,Teentaal,37,3,9,,TiL,6,0.5,1.0,0.75,
0,Teentaal,37,3,10,Ge,Tin,7,1.0,1.0,1.0,Dhin
0,Teentaal,37,3,11,Ge-B,Ta,8,0.5,1.0,0.75,Dha
0,Teentaal,37,3,12,,TiL,8,0.5,1.0,1.0,
0,Teentaal,38,3,1,Ge,Ta,1,1.0,1.0,1.0,Dha
0,Teentaal,38,3,3,Ge-LT6,Tin,2,0.5,1.0,1.0,Dhin
0,Teentaal,38,3,4,,TiL,2,0.5,1.0,1.0,
0,Teentaal,38,3,5,Ge,Tin,3,1.0,1.0,1.0,Dhin
0,Teentaal,38,3,6,Ge,Ta,4,0.5,1.0,0.5,DhaDha
0,Teentaal,38,3,7,Ge-B,Ta,4,0.5,0.5,0.75,
0,Teentaal,38,3,8,Ge,Ta,5,0.5,1.0,1.0,Dha
0,Teentaal,38,3,9,,TiL,5,0.5,1.0,1.0,
0,Teentaal,38,3,10,Ge-LT6,Tin,6,0.5,1.0,1.0,Dhin
0,Teentaal,38,3,11,,TiL,6,0.5,1.0,1.0,
0,Teentaal,38,3,12,Ge,Tin,7,1.0,1.0,1.0,Dhin
0,Teentaal,38,3,13,Ge,Ta,8,0.5,1.0,0.5,DhaDha
0,Teentaal,38,3,14,Ge-B,Ta,8,0.5,0.5,0.75,
0,Rupak,39,2,1,Ka,TinFull,1,1.0,1.0,1.0,Tin
0,Rupak,39,2,2,,TiL,2,0.5,1.0,0.5,-Ta
0,Rupak,39,2,3,,Ta,2,0.5,1.0,1.0,
0,Rupak,39,2,4,,,3,0.5,1.0,1.0,-
0,Rupak,39,2,5,,TiL,3,0.5,1.0,0.5,
1,"Addha/Sitarkhani/Punjabi,Teentaal,Rupak,Jhaptaal",40,3,1,Ge,Ta,1,0.5,1.0,1.0,DhaGe
1,"Addha/Sitarkhani/Punjabi,Teentaal,Rupak,Jhaptaal",40,3,2,Ge-B,,1,0.5,0.5,1.0,
1,"Addha/Sitarkhani/Punjabi,Teentaal,Rupak,Jhaptaal",40,3,3,,Ta,2,0.5,1.0,1.0,NaDha
1,"Addha/Sitarkhani/Punjabi,Teentaal,Rupak,Jhaptaal",40,3,4,Ge,Ta,2,0.5,1.0,1.0,
1,"Addha/Sitarkhani/Punjabi,Teentaal,Rupak,Jhaptaal",40,3,5,,Ti,3,0.5,1.0,1.0,TiTa
1,"Addha/Sitarkhani/Punjabi,Teentaal,Rupak,Jhaptaal",40,3,6,,TTa,3,0.5,1.0,1.0,
1,Jhaptaal,41,2,1,Ge,TinFull,1,0.75,1.0,1.0,Dhin
1,Jhaptaal,41,2,2,,KDa,1,0.25,0.75,0.75,
1,Jhaptaal,41,2,3,Ge,Ta,2,0.25,1.0,1.0,DhaGeNaTin
1,Jhaptaal,41,2,4,Ge-B,,2,0.25,0.5,1.0,
1,Jhaptaal,41,2,5,,Na,2,0.25,1.0,1.0,
1,Jhaptaal,41,2,6,Ka,Tin,2,0.25,0.5,1.0,
1,Jhaptaal,41,2,7,Ge,Ta,3,0.25,1.0,1.0,DhaGeTiTa
1,Jhaptaal,41,2,8,Ge-B,,3,0.25,0.5,1.0,
1,Jhaptaal,41,2,9,,Ti,3,0.25,1.0,1.0,
1,Jhaptaal,41,2,10,,TTa,3,0.25,1.0,1.0,
1,"Jhaptaal,Deepchandi",42,"2,3",1,Ge,Ta,1,0.5,1.0,1.0,DhaGe
1,"Jhaptaal,Deepchandi",42,"2,3",2,Ge-B,,1,0.5,0.5,1.0,
1,"Jhaptaal,Deepchandi",42,"2,3",3,Ge,Tin,2,0.5,1.0,1.0,DhiNa
1,"Jhaptaal,Deepchandi",42,"2,3",4,,Na,2,0.5,1.0,1.0,
1,"Jhaptaal,Deepchandi",42,"2,3",5,,Ti,3,0.5,1.0,1.0,TiTa
1,"Jhaptaal,Deepchandi",42,"2,3",6,,TTa,3,0.5,1.0,1.0,
1,"Jhaptaal,Deepchandi",43,"2,3",1,Ge,Ta,1,0.5,1.0,1.0,DhaDhi
1,"Jhaptaal,Deepchandi",43,"2,3",2,Ge-B,Tin,1,0.5,0.5,0.5,
1,"Jhaptaal,Deepchandi",43,"2,3",3,,Na,2,0.5,1.0,1.0,NaDha
1,"Jhaptaal,Deepchandi",43,"2,3",4,Ge,Ta,2,0.5,1.0,1.0,
1,"Jhaptaal,Deepchandi",43,"2,3",5,Ge-B,,3,0.5,0.5,0.5,GiNa
1,"Jhaptaal,Deepchandi",43,"2,3",6,,Na,3,0.5,1.0,1.0,
1,"Jhaptaal,Deepchandi",44,"2,3",1,Ge,Ta,1,0.5,1.0,1.0,DhaTi
1,"Jhaptaal,Deepchandi",44,"2,3",2,,Ti,1,0.5,1.0,1.0,
1,"Jhaptaal,Deepchandi",44,"2,3",3,,TTa,2,0.5,1.0,1.0,TTaDha
1,"Jhaptaal,Deepchandi",44,"2,3",4,Ge,Ta,2,0.5,1.0,1.0,
1,"Jhaptaal,Deepchandi",44,"2,3",5,Ge-B,,3,0.5,0.5,0.5,GiNa
1,"Jhaptaal,Deepchandi",44,"2,3",6,,Na,3,0.5,1.0,1.0,
1,Jhaptaal,45,2,1,Ge,Ta,1,0.5,1.0,1.0,Dha-TiRa
1,Jhaptaal,45,2,2,,Ti,1,0.25,1.0,1.0,
1,Jhaptaal,45,2,3,,Ra,1,0.25,1.0,1.0,
1,Jhaptaal,45,2,4,Ki,,2,0.25,1.0,1.0,KiTaDha-
1,Jhaptaal,45,2,5,,TTa,2,0.25,1.0,1.0,
1,Jhaptaal,45,2,6,Ge,Ta,2,0.5,1.0,1.0,
1,Jhaptaal,45,2,7,Ge-B,,3,0.5,0.5,0.5,GiNa
1,Jhaptaal,45,2,8,,Na,3,0.5,1.0,1.0,
1,"Jhaptaal,Deepchandi",46,2,1,Ge-B,Ta,1,0.5,0.5,0.75,DhaDha
1,"Jhaptaal,Deepchandi",46,2,2,Ge-F,Ta,1,0.5,0.5,0.5,
1,"Jhaptaal,Deepchandi",46,2,3,,Ti,2,0.25,1.0,1.0,TiRaKiTa
1,"Jhaptaal,Deepchandi",46,2,4,,Ra,2,0.25,1.0,1.0,
1,"Jhaptaal,Deepchandi",46,2,5,Ki,,2,0.25,1.0,1.0,
1,"Jhaptaal,Deepchandi",46,2,6,,TTa,2,0.25,1.0,1.0,
1,"Jhaptaal,Deepchandi",46,2,7,Ge-B,TinMed,3,0.5,1.0,1.0,DhinTa
1,"Jhaptaal,Deepchandi",46,2,8,,Ta,3,0.5,1.0,1.0,
1,"Jhaptaal,Deepchandi",46,2,9,,Ti,4,0.25,1.0,1.0,TiRaKiTa
1,"Jhaptaal,Deepchandi",46,2,10,,Ra,4,0.25,1.0,1.0,
1,"Jhaptaal,Deepchandi",46,2,11,Ki,,4,0.25,1.0,1.0,
1,"Jhaptaal,Deepchandi",46,2,12,,TTa,4,0.25,1.0,1.0,
1,Jhaptaal,47,"2,3",1,Ge-F,Tin,1,0.5,0.5,1.0,DhiDhi
1,Jhaptaal,47,"2,3",2,Ge,Tin,1,0.5,0.5,0.5,
1,Jhaptaal,47,"2,3",3,,Na,2,0.5,1.0,0.75,NaDhi
1,Jhaptaal,47,"2,3",4,Ge-F,Tin,2,0.5,0.5,1.0,
1,Jhaptaal,47,"2,3",5,Ge,Tin,3,0.5,0.5,0.5,DhiNa
1,Jhaptaal,47,"2,3",6,,Na,3,0.5,1.0,0.75,
1,Jhaptaal,48,1,1,Ge-B,TinFull,1,0.75,1.0,1.0,Dhin
1,Jhaptaal,48,1,2,,KDa,1,0.25,1.0,1.0,
1,Jhaptaal,48,1,3,Ge,Ta,2,0.25,1.0,1.0,DhaGeTiTa
1,Jhaptaal,48,1,4,Ge,,2,0.25,0.5,1.0,
1,Jhaptaal,48,1,5,,Ti,2,0.25,0.5,1.0,
1,Jhaptaal,48,1,6,,TTa,2,0.25,0.5,1.0,
1,Jhaptaal,48,1,7,Ge-B,TinFull,3,0.5,1.0,1.0,Dhin-Naka
1,Jhaptaal,48,1,8,,Na,3,0.25,1.0,1.0,
1,Jhaptaal,48,1,9,,TiL,3,0.25,1.0,1.0,
1,Jhaptaal,49,1,1,Ge-B,TinFull,1,0.75,1.0,1.0,Dhin
1,Jhaptaal,49,1,2,,KDa,1,0.25,1.0,1.0,
1,Jhaptaal,49,1,3,Ge,Ta,2,0.5,1.0,1.0,Dha-DhaDhi
1,Jhaptaal,49,1,4,Ge-F,Ta,2,0.25,1.0,1.0,
1,Jhaptaal,49,1,5,Ge-B,Tin,2,0.25,0.5,0.5,
1,Jhaptaal,49,1,6,,Na,3,0.25,1.0,0.5,NaDhaTiNa
1,Jhaptaal,49,1,7,Ge,Ta,3,0.25,1.0,1.0,
1,Jhaptaal,49,1,8,,Tin,3,0.25,1.0,0.5,
1,Jhaptaal,49,1,9,,Na,3,0.25,1.0,1.0,
1,Jhaptaal,50,"1,2",1,Ge-LT6,TinFull,1,0.75,1.0,1.0,Dhin--Dha
1,Jhaptaal,50,"1,2",2,Ge,Ta,1,0.25,1.0,1.0,
1,Jhaptaal,50,"1,2",3,,,2,0.25,1.0,1.0,-KdaDhin-
1,Jhaptaal,50,"1,2",4,,KDa,2,0.25,1.0,1.0,
1,Jhaptaal,50,"1,2",5,Ge-LT6,TinFull,2,0.5,1.0,1.0,
1,Jhaptaal,50,"1,2",6,,,3,0.25,1.0,1.0,-Dha-Kda
1,Jhaptaal,50,"1,2",7,Ge,Ta,3,0.5,1.0,1.0,
1,Jhaptaal,50,"1,2",8,,KDa,3,0.25,1.0,1.0,
0,Jhaptaal,51,1,1,,Na,5,0.5,1.0,1.0,NaNa
0,Jhaptaal,51,1,2,,Na,5,0.25,1.0,1.0,
0,Jhaptaal,51,1,3,,TiL,5,0.25,1.0,1.0,
0,Jhaptaal,52,1,1,,Na,5,0.25,1.0,1.0,NaGeDhiNa
0,Jhaptaal,52,1,2,Ge,,5,0.25,0.25,1.0,
0,Jhaptaal,52,1,3,Ge-B,Tin,5,0.25,0.5,0.5,
0,Jhaptaal,52,1,4,,TiL,5,0.25,1.0,0.5,
0,Jhaptaal,53,1,1,Ka,Tu,6,0.75,1.0,1.0,Tu
0,Jhaptaal,53,1,2,,TiL,6,0.25,1.0,1.0,
0,Jhaptaal,54,"2,3",1,Ka,Tu,6,1.0,1.0,1.0,Tu
0,Jhaptaal,55,1,1,Ge-S,Tin,4,0.75,1.0,1.0,Dhin
0,Jhaptaal,55,1,2,,TiL,4,0.25,1.0,1.0,
0,Jhaptaal,56,2,1,Ge-LT6,TinFull,3,1.0,1.0,1.0,Dhin
0,Jhaptaal,56,2,2,Ge,Tin,4,1.0,1.0,1.0,Dhin
0,Teentaal,57,1,1,Ge,Ta,4,0.25,1.0,1.0,DhaGeTiTa
0,Teentaal,57,1,2,Ge,,4,0.25,0.5,1.0,
0,Teentaal,57,1,3,,TiTaL,4,0.5,1.0,1.0,
0,Teentaal,59,0,1,Ge,Ta,4,0.375,1.0,1.0,Dha
0,Teentaal,59,0,2,,KDa,4,0.125,0.5,0.5,
0,Teentaal,59,0,3,Ge,Ta,4,0.125,0.5,0.5,
0,Teentaal,59,0,4,Ge,,4,0.125,0.5,1.0,
0,Teentaal,59,0,5,,TiTaL,4,0.25,1.0,1.0,
1,Jhaptaal,60,"2,3",1,Ge-LT6,Tin,1,0.5,1.0,1.0,DhiDhi
1,Jhaptaal,60,"2,3",2,Ge-B,Tin,1,0.5,0.5,0.5,
1,Jhaptaal,60,"2,3",3,,Na,2,0.5,1.0,0.75,NaDhi
1,Jhaptaal,60,"2,3",4,Ge-LT6,Tin,2,0.5,1.0,1.0,
1,Jhaptaal,60,"2,3",5,Ge-B,Tin,3,0.5,0.5,0.5,DhiNa
1,Jhaptaal,60,"2,3",6,,Na,3,0.5,1.0,0.75,
0,Teentaal,61,"2,3",1,,Tra,13,0.5,1.0,1.0,TraKa
0,Teentaal,61,"2,3",2,Ka,,13,0.5,0.5,1.0,
0,Teentaal,62,"2,3",1,,Ta,12,0.5,1.0,0.75,Ta
0,Teentaal,62,"2,3",2,,TiL,12,0.5,1.0,0.5,
0,Teentaal,62,"2,3",3,,Ta,13,1.0,1.0,1.0,TraKa
1,Deepchandi,63,"2,3",1,,Na,1,0.5,1.0,1.0,NaTi
1,Deepchandi,63,"2,3",2,,Ti,1,0.5,1.0,1.0,
1,Deepchandi,63,"2,3",3,Ge,Ta,2,1.0,1.0,1.0,Dha-
1,Deepchandi,63,"2,3",4,,Na,3,0.5,1.0,1.0,NaTi
1,Deepchandi,63,"2,3",5,,Ti,3,0.5,1.0,1.0,
1,Deepchandi,63,"2,3",6,Ge,Ta,4,1.0,1.0,1.0,Dha-
1,Deepchandi,63,"2,3",7,,Na,5,0.5,1.0,1.0,NaTi
1,Deepchandi,63,"2,3",8,,Ti,5,0.5,1.0,1.0,
0,Deepchandi,64,"2,3",1,Ge-F,Ta,4,1.0,1.0,1.0,Dha
0,Deepchandi,64,"2,3",2,Ge-B,,5,1.0,0.5,1.0,Ge
0,Deepchandi,64,"2,3",3,Ka,Tu,6,1.0,1.0,1.0,Tin
0,Deepchandi,64,"2,3",4,,TiL,7,1.0,1.0,1.0,
0,Deepchandi,65,"2,3",1,Ge-F,Ta,4,1.0,1.0,1.0,Dha
0,Deepchandi,65,"2,3",2,Ge-B,,5,1.0,0.5,1.0,Ge
0,Deepchandi,65,"2,3",3,Ka,Tin,6,1.0,1.0,1.0,Tin
0,Deepchandi,65,"2,3",4,,TiL,7,1.0,1.0,1.0,-
0,Deepchandi,66,"2,3",1,Ge,Ta,4,1.0,1.0,1.0,Dha
0,Deepchandi,66,"2,3",2,,,5,1.0,0.5,1.0,
0,Deepchandi,66,"2,3",3,Ka,Tin,6,1.0,1.0,1.0,Tin
0,Deepchandi,66,"2,3",4,,TiL,7,1.0,1.0,1.0,
0,Jhaptaal,67,2,1,,Na,2,0.5,1.0,1.0,Na
0,Jhaptaal,67,2,2,,TiTaL,2,0.5,1.0,1.0,
0,Jhaptaal,68,2,1,,Na,5,0.25,1.0,1.0,Na
0,Jhaptaal,68,2,2,Ka,,5,0.25,0.5,1.0,
0,Jhaptaal,68,2,3,,TiTaL,5,0.5,1.0,0.75,
0,Jhaptaal,68,2,4,Ka,TinFull,6,1.0,1.0,1.0,Tin
0,Jhaptaal,68,2,5,,Na,7,0.5,1.0,1.0,Na
0,Jhaptaal,68,2,6,,TiTaL,7,0.5,1.0,1.0,
1,"Jhaptaal,Deepchandi",69,"1,2",1,Ge-B,TinMed,1,0.5,1.0,1.0,DhinNa
1,"Jhaptaal,Deepchandi",69,"1,2",2,,Na,1,0.25,1.0,0.75,
1,"Jhaptaal,Deepchandi",69,"1,2",3,Ka,,1,0.25,0.5,1.0,
1,"Jhaptaal,Deepchandi",69,"1,2",4,Ge,Ta,2,0.25,0.5,0.75,DhaDhaKiTa
1,"Jhaptaal,Deepchandi",69,"1,2",5,Ge-F,Ta,2,0.25,0.5,0.5,
1,"Jhaptaal,Deepchandi",69,"1,2",6,Ki,,2,0.25,1.0,1.0,
1,"Jhaptaal,Deepchandi",69,"1,2",7,,TTa,2,0.25,1.0,1.0,
1,Jhaptaal,70,"1,2",1,Ge-B,TinFull,1,0.75,1.0,1.0,Dhin
1,Jhaptaal,70,"1,2",2,,KDa,1,0.25,1.0,1.0,
1,Jhaptaal,70,"1,2",3,Ge,TinMed,2,0.5,1.0,1.0,Dhin-NaKa
1,Jhaptaal,70,"1,2",4,,Na,2,0.25,1.0,0.75,
1,Jhaptaal,70,"1,2",5,Ka,,2,0.25,0.5,1.0,
1,Jhaptaal,70,"1,2",6,Ge,Tin,3,0.5,1.0,1.0,Dhin-NaKa
1,Jhaptaal,70,"1,2",7,,Na,3,0.25,1.0,1.0,
1,Jhaptaal,70,"1,2",8,Ka,,3,0.25,0.5,1.0,
1,Jhaptaal,71,1,1,Ge-F,Tin,1,0.25,1.0,1.0,DhiDhiNaDha
1,Jhaptaal,71,1,2,Ge-B,Tin,1,0.25,1.0,0.5,
1,Jhaptaal,71,1,3,,Na,1,0.25,1.0,0.75,
1,Jhaptaal,71,1,4,Ge,Ta,1,0.25,1.0,1.0,
1,Jhaptaal,71,1,5,Ge-B,Ta,2,0.25,0.5,0.5,DhaTiDhiDhi
1,Jhaptaal,71,1,6,,Ti,2,0.25,1.0,1.0,
1,Jhaptaal,71,1,7,Ge-F,Tin,2,0.25,1.0,1.0,
1,Jhaptaal,71,1,8,Ge-B,Tin,2,0.25,1.0,0.5,
1,Jhaptaal,71,1,9,,Na,3,0.25,1.0,0.75,NaDhaDhaTi
1,Jhaptaal,71,1,10,Ge,Ta,3,0.25,1.0,1.0,
1,Jhaptaal,71,1,11,Ge-B,Ta,3,0.25,0.5,0.5,
1,Jhaptaal,71,1,12,,Ti,3,0.25,1.0,1.0,
1,Jhaptaal,72,1,1,Ge-LT6,Tin,1,0.5,1.0,1.0,DhiDhi
1,Jhaptaal,72,1,2,Ge,Tin,1,0.5,1.0,0.5,
1,Jhaptaal,72,1,3,,Na,2,0.25,1.0,1.0,NaDhi
1,Jhaptaal,72,1,4,,TiL,2,0.25,1.0,1.0,
1,Jhaptaal,72,1,5,Ge-LT6,Tin,2,0.5,1.0,1.0,
1,Jhaptaal,72,1,6,Ge,Tin,3,0.5,1.0,0.5,DhiNa
1,Jhaptaal,72,1,7,,Na,3,0.25,1.0,1.0,
1,Jhaptaal,72,1,8,,Na,3,0.25,1.0,1.0,
1,Jhaptaal,73,2,1,Ge-LT6,TinFull,1,1.0,1.0,1.0,Dhi-
1,Jhaptaal,73,2,3,,Na,2,0.5,1.0,1.0,NaDhi
1,Jhaptaal,73,2,4,Ge-LT6,TinMed,2,0.5,1.0,1.0,
1,Jhaptaal,73,2,5,,,3,0.5,1.0,1.0,-Na
1,Jhaptaal,73,2,6,,Na,3,0.5,1.0,1.0,
1,Jhaptaal,74,"1,2",1,Ge,Ta,1,0.25,1.0,1.0,DhaGeTiTa
1,Jhaptaal,74,"1,2",2,Ge-B,,1,0.25,0.5,1.0,
1,Jhaptaal,74,"1,2",3,,Ti,1,0.25,1.0,0.5,
1,Jhaptaal,74,"1,2",4,,TTa,1,0.25,1.0,0.5,
1,Jhaptaal,74,"1,2",5,Ge,TinMed,2,0.5,1.0,1.0,DhinDhin
1,Jhaptaal,74,"1,2",6,Ge-LT6,Tin,2,0.5,1.0,0.5,
1,Jhaptaal,74,"1,2",7,,Na,3,0.5,1.0,1.0,NaNa
1,Jhaptaal,74,"1,2",8,,Na,3,0.5,1.0,1.0,
1,Jhaptaal,75,2,1,Ka,TinMed,1,0.5,1.0,1.0,TiNa
1,Jhaptaal,75,2,2,,Na,1,0.5,1.0,0.5,
1,Jhaptaal,75,2,3,Kat,,2,0.5,1.0,1.0,KatTa
1,Jhaptaal,75,2,4,,Ta,2,0.5,1.0,0.5,
1,Jhaptaal,75,2,5,Ge-F,Ta,3,0.5,1.0,1.0,DhaDhi
1,Jhaptaal,75,2,6,Ge,Tin,3,0.5,1.0,1.0,
1,Jhaptaal,75,2,7,,Na,4,0.5,1.0,1.0,NaDha
1,Jhaptaal,75,2,8,Ge-F,Ta,4,0.5,1.0,1.0,
1,Jhaptaal,75,2,9,Ka,Tin,5,0.5,1.0,1.0,TiNa
1,Jhaptaal,75,2,10,,Na,5,0.5,1.0,1.0,
1,Jhaptaal,76,1,1,Ka,TinMed,1,0.5,1.0,1.0,TinNa
1,Jhaptaal,76,1,2,,Na,1,0.5,1.0,0.5,
1,Jhaptaal,76,1,3,,Ti,2,0.25,1.0,1.0,TiRaKiTa
1,Jhaptaal,76,1,4,,Ra,2,0.25,1.0,0.5,
1,Jhaptaal,76,1,5,Ki,,2,0.25,1.0,0.5,
1,Jhaptaal,76,1,6,,TTa,2,0.25,1.0,0.5,
1,Jhaptaal,76,1,7,Ge-LT6,Ta,3,0.5,1.0,1.0,DhaDhi
1,Jhaptaal,76,1,8,Ge-B,Tin,3,0.5,1.0,1.0,
1,Jhaptaal,76,1,9,,Na,4,0.5,1.0,1.0,NaDha
1,Jhaptaal,76,1,10,Ge-LT6,Ta,4,0.5,1.0,1.0,
1,Jhaptaal,76,1,11,Ka,Tin,5,0.5,1.0,1.0,TiNa
1,Jhaptaal,76,1,12,,Na,5,0.5,1.0,1.0,
1,Jhaptaal,77,2,1,Ka,TinMed,1,0.5,1.0,1.0,TinNa
1,Jhaptaal,77,2,2,,Na,1,0.5,1.0,0.5,
1,Jhaptaal,77,2,3,,Ti,2,0.25,1.0,1.0,TiRaKiTa
1,Jhaptaal,77,2,4,,Ra,2,0.25,1.0,0.5,
1,Jhaptaal,77,2,5,Ki,,2,0.25,1.0,0.5,
1,Jhaptaal,77,2,6,,TTa,2,0.25,1.0,0.5,
1,Jhaptaal,77,2,7,Ge-F,Ta,3,0.5,1.0,1.0,DhaDhi
1,Jhaptaal,77,2,8,Ge,Tin,3,0.5,1.0,1.0,
1,Jhaptaal,77,2,9,,Na,4,0.5,1.0,1.0,NaDha
1,Jhaptaal,77,2,10,Ge-F,Ta,4,0.5,1.0,1.0,
1,Jhaptaal,77,2,11,Ka,Tin,5,0.5,1.0,1.0,TiNa
1,Jhaptaal,77,2,12,,Na,5,0.5,1.0,1.0,
1,Jhaptaal,78,"1,2",1,Ge-B,TinMed,1,0.5,1.0,1.0,DhinTa
1,Jhaptaal,78,"1,2",2,,Ta,1,0.5,1.0,0.5,
1,Jhaptaal,78,"1,2",3,,Ti,2,0.25,1.0,1.0,TiRaKiTa
1,Jhaptaal,78,"1,2",4,,Ra,2,0.25,1.0,0.5,
1,Jhaptaal,78,"1,2",5,Ki,,2,0.25,1.0,0.5,
1,Jhaptaal,78,"1,2",6,,TTa,2,0.25,1.0,0.5,
0,Rupak,79,1,1,Ge-B,TinFull,4,0.375,1.0,1.0,Dhin
0,Rupak,79,1,2,,KDa,4,0.125,0.25,0.25,
0,Rupak,79,1,3,Ge,Tin,4,0.25,0.5,0.25,
0,Rupak,79,1,4,Ge-LT6,Tin,4,0.25,1.0,0.5,
1,Rupak,80,1,1,Ge,Ta,1,0.375,1.0,1.0,DhaDha
1,Rupak,80,1,2,,KDa,1,0.125,1.0,0.5,
1,Rupak,80,1,3,Ge,Ta,1,0.125,1.0,1.0,
1,Rupak,80,1,4,Ge-B,,1,0.125,0.5,1.0,
1,Rupak,80,1,5,Ge,Ta,1,0.125,1.0,1.0,
1,Rupak,80,1,6,Ka,Ti,1,0.125,1.0,1.0,
1,Rupak,81,1,1,Ge,Ta,1,0.375,1.0,1.0,DhaDha
1,Rupak,81,1,2,,KDa,1,0.125,1.0,0.5,
1,Rupak,81,1,3,Ge,Ta,1,0.125,1.0,1.0,
1,Rupak,81,1,4,Ge-F,Ta,1,0.125,0.5,0.5,
1,Rupak,81,1,5,Ki,,1,0.125,1.0,1.0,
1,Rupak,81,1,6,,TTa,1,0.125,1.0,1.0,
1,Rupak,82,1,1,Ge,Ta,1,0.25,1.0,1.0,DhaDha
1,Rupak,82,1,2,Ge-S,Tin,1,0.25,1.0,1.0,
1,Rupak,82,1,3,Ge,Ta,1,0.125,1.0,1.0,
1,Rupak,82,1,4,Ge-F,Ta,1,0.125,0.5,0.5,
1,Rupak,82,1,5,Ka,Tin,1,0.125,1.0,1.0,
1,Rupak,82,1,6,,TiL,1,0.125,1.0,1.0,
0,Rupak,83,1,1,,Ta,3,0.25,1.0,1.0,NaNa
0,Rupak,83,1,2,Ka,,3,0.25,1.0,1.0,
0,Rupak,83,1,3,,Ta,3,0.125,1.0,1.0,
0,Rupak,83,1,4,Ka,,3,0.125,1.0,1.0,
0,Rupak,83,1,5,,Ti,3,0.125,1.0,0.5,
0,Rupak,83,1,6,,TTa,3,0.125,1.0,0.5,
1,Rupak,84,1,1,Ge,Ta,1,0.125,1.0,1.0,Dha
1,Rupak,84,1,2,Ge-F,,1,0.125,0.5,1.0,
1,Rupak,84,1,3,Ge-B,Ta,1,0.125,1.0,1.0,
1,Rupak,84,1,4,Ge-S,Tin,1,0.125,1.0,1.0,
1,Rupak,84,1,5,,,1,0.125,1.0,1.0,
1,Rupak,84,1,6,,Ti,1,0.125,1.0,1.0,
1,Rupak,84,1,7,,Na,1,0.125,1.0,1.0,
1,Rupak,84,1,8,Ka,TiL,1,0.125,0.5,1.0,
0,Rupak,85,1,1,,Na,3,0.125,1.0,1.0,NaNa
0,Rupak,85,1,2,,Na,3,0.125,1.0,1.0,
0,Rupak,85,1,3,Ki,,3,0.125,1.0,1.0,
0,Rupak,85,1,4,,TTa,3,0.125,1.0,0.5,
0,Rupak,85,1,5,,Ta,3,0.125,1.0,1.0,
0,Rupak,85,1,6,Ka,,3,0.125,1.0,1.0,
0,Rupak,85,1,7,,Ti,3,0.125,1.0,0.5,
0,Rupak,85,1,8,,TTa,3,0.125,1.0,0.5,
1,Rupak,86,1,1,Ge,Ta,1,0.25,1.0,1.0,Dha
1,Rupak,86,1,2,,TiL,1,0.25,1.0,1.0,
1,Rupak,86,1,3,Ge,Ta,1,0.0625,0.5,0.5,
1,Rupak,86,1,4,Ge,,1,0.0625,0.5,0.5,
1,Rupak,86,1,5,,Na,1,0.0625,0.5,0.5,
1,Rupak,86,1,6,Ge,Ta,1,0.0625,0.5,0.5,
1,Rupak,86,1,7,Ka,Ti,1,0.0625,0.5,0.5,
1,Rupak,86,1,8,,Na,1,0.0625,0.5,0.5,
1,Rupak,86,1,9,Ka,Ti,1,0.0625,0.5,0.5,
1,Rupak,86,1,10,Ge,Ta,1,0.0625,0.5,0.5,
0,Addha/Sitarkhani/Punjabi,87,"2,3",1,Ge,Ta,9,1.0,1.0,1.0,Dha
0,Addha/Sitarkhani/Punjabi,87,"2,3",2,,KDa,10,0.5,1.0,1.0,- Tin
0,Addha/Sitarkhani/Punjabi,87,"2,3",3,Ka,Tu,10,0.5,1.0,1.0,
0,Addha/Sitarkhani/Punjabi,87,"2,3",4,,,11,0.5,1.0,1.0,
0,Addha/Sitarkhani/Punjabi,87,"2,3",5,,KDa,11,0.5,1.0,0.5,
0,Addha/Sitarkhani/Punjabi,87,"2,3",6,,Ta,12,0.5,1.0,1.0,Ta
0,Addha/Sitarkhani/Punjabi,87,"2,3",7,,TiL,12,0.5,1.0,0.5,
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",88,1,1,Ge,Ta,1,0.25,1.0,1.0,Dha
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",88,1,2,Ge,Ta,1,0.125,1.0,1.0,DhaGe
1,"Ektaal,Teentaal,Ada Chautaal,Rupak",88,1,3,Ge-B,,1,0.125,0.5,1.0,
